seed,score,is_win,csv_path
25,820,False,pacman_data_seeds_mediumClassic_depth4/game_24.csv
23,803,False,pacman_data_seeds_mediumClassic_depth4/game_22.csv
40,801,False,pacman_data_seeds_mediumClassic_depth4/game_39.csv
4,785,False,pacman_data_seeds_mediumClassic_depth4/game_3.csv
57,773,False,pacman_data_seeds_mediumClassic_depth4/game_56.csv
73,765,False,pacman_data_seeds_mediumClassic_depth4/game_72.csv
79,676,False,pacman_data_seeds_mediumClassic_depth4/game_78.csv
7,665,False,pacman_data_seeds_mediumClassic_depth4/game_6.csv
95,658,False,pacman_data_seeds_mediumClassic_depth4/game_94.csv
50,656,False,pacman_data_seeds_mediumClassic_depth4/game_49.csv
8,643,False,pacman_data_seeds_mediumClassic_depth4/game_7.csv
62,624,False,pacman_data_seeds_mediumClassic_depth4/game_61.csv
42,600,False,pacman_data_seeds_mediumClassic_depth4/game_41.csv
93,600,False,pacman_data_seeds_mediumClassic_depth4/game_92.csv
20,598,False,pacman_data_seeds_mediumClassic_depth4/game_19.csv
39,597,False,pacman_data_seeds_mediumClassic_depth4/game_38.csv
86,575,False,pacman_data_seeds_mediumClassic_depth4/game_85.csv
3,571,False,pacman_data_seeds_mediumClassic_depth4/game_2.csv
6,568,False,pacman_data_seeds_mediumClassic_depth4/game_5.csv
71,568,False,pacman_data_seeds_mediumClassic_depth4/game_70.csv
41,558,False,pacman_data_seeds_mediumClassic_depth4/game_40.csv
91,550,False,pacman_data_seeds_mediumClassic_depth4/game_90.csv
51,532,False,pacman_data_seeds_mediumClassic_depth4/game_50.csv
10,455,False,pacman_data_seeds_mediumClassic_depth4/game_9.csv
13,454,False,pacman_data_seeds_mediumClassic_depth4/game_12.csv
2,452,False,pacman_data_seeds_mediumClassic_depth4/game_1.csv
11,443,False,pacman_data_seeds_mediumClassic_depth4/game_10.csv
19,435,False,pacman_data_seeds_mediumClassic_depth4/game_18.csv
29,405,False,pacman_data_seeds_mediumClassic_depth4/game_28.csv
27,383,False,pacman_data_seeds_mediumClassic_depth4/game_26.csv
78,353,False,pacman_data_seeds_mediumClassic_depth4/game_77.csv
97,323,False,pacman_data_seeds_mediumClassic_depth4/game_96.csv
61,311,False,pacman_data_seeds_mediumClassic_depth4/game_60.csv
83,302,False,pacman_data_seeds_mediumClassic_depth4/game_82.csv
60,234,False,pacman_data_seeds_mediumClassic_depth4/game_59.csv
70,205,False,pacman_data_seeds_mediumClassic_depth4/game_69.csv
46,-85,False,pacman_data_seeds_mediumClassic_depth4/game_45.csv
100,-331,False,pacman_data_seeds_mediumClassic_depth4/game_99.csv
58,-358,False,pacman_data_seeds_mediumClassic_depth4/game_57.csv
59,-358,False,pacman_data_seeds_mediumClassic_depth4/game_58.csv
85,-358,False,pacman_data_seeds_mediumClassic_depth4/game_84.csv
72,-365,False,pacman_data_seeds_mediumClassic_depth4/game_71.csv
